f_id,i_id,ic.eps.max,ela_meta.lin_simple.coef.min,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,ic.eps.s,ela_level.qda_mda_10,ela_meta.lin_simple.intercept,ela_level.mmce_lda_25,ela_level.lda_mda_10,ic.m0,ela_level.mmce_qda_25,ela_meta.lin_simple.coef.max_by_min,ela_level.lda_qda_10,ela_level.mmce_lda_50,nbc.nn_nb.mean_ratio
11,5,0.34516118719919836,-0.17184082730652847,0.11784527737851443,0.09667085180957892,-0.011299519398075084,-0.12924242805975947,0.009479769181454054,0.09233036038900422,0.07228503754464496,-0.014652887712321545,-0.049073838171548444,0.004225471788876784,-0.015375040887184643,0.06423132957524402,-0.05939371620431928
12,5,0.47950808622563923,1.9269172475575587,0.1892543598715986,0.3771794922483529,0.6352950119232379,-0.012861018734662073,-0.01581725014300259,0.10969251804091672,-0.0202073226313171,-0.0003355368279347159,0.001505875741141176,-0.00037540702766774886,0.005451294986396083,0.01408738167087513,0.02045682206243779
13,5,0.3621245231643511,-0.1640334680274716,0.12204791609058012,0.1290078804333666,-0.053822744876144545,-0.03890876249782978,0.008473456571947516,-0.002322393577336469,-0.018701162036346263,-0.0023162931246656702,0.003929516761439482,0.007878089821174238,0.017992856156821346,-0.011343849622814503,0.08368188633258503
14,5,-0.5119097641325067,-0.19893628852406553,-0.015519881220213338,0.10824148226866641,-0.08541734842333401,-0.12426908198877108,-0.01765886515108155,-0.019918917379232164,-0.04770826241566337,0.003954115871144652,-0.06533542518283986,-0.0016333236107818094,0.0037286756641974257,0.003983908143729014,-0.057856228395029505
15,5,0.35420745167237316,-0.16496986923471657,0.11410184318646444,0.09844681583346396,-0.050243083970565684,-0.031876654090301715,-0.0325127705817727,-0.006510608874639232,-0.03526032161736101,-0.007343392745938084,0.002068933489702494,0.010546686309216362,0.004959863970687329,-0.016248606244013045,0.057815018043148064
16,5,-0.5185760027136581,-0.19377697732114868,0.023413911433547353,-0.19581683516892037,-0.03865936051537013,0.09784753938097693,-0.012637644893272664,0.0390958037743935,0.039103718005027016,-0.10538770792044676,0.053256921952913636,-0.007402233195038978,0.00690496497882798,0.022873378983753613,-0.021457700796350343
17,5,-0.4688170482890218,-0.18815791645984278,0.11344850864663344,-0.21242565917431816,-0.061785090906424596,0.09305770528421438,-0.003488721749942618,0.04236980150919092,0.036519035009808416,0.041191853032892294,0.06185762579070232,-0.0030440800366495777,0.005529334711816086,-0.008338921556947852,-0.02319840684563196
18,5,-0.49916282427177117,-0.1876703229395465,0.11517032912502545,-0.2056573183484021,-0.06516467313984077,0.09901619540934568,-0.011276612806438786,0.04071906048435681,0.03470411001374048,0.037497872109156526,0.062117181532874405,-0.002023696611429994,0.005390629024137252,-0.006946425814483772,-0.01919614237419002
19,5,-0.5384162561048355,-0.18948503528921176,0.10350026526400666,-0.23834954433822958,-0.0638742958317101,0.09612143434872579,-0.008305851165302722,0.03869812038344631,0.036595828243983296,0.011333798028908012,0.05941954964336066,0.0067789495506935405,0.0005356614125586485,0.025677439962080748,-0.0022764294964594204
20,5,0.16805978499111726,-0.19955889997171739,-0.6921188842025493,0.04349312294186683,-0.05462536767491078,-0.10985037902992603,-0.0025780794199377448,-0.009233203841693441,-0.021796807785349374,-0.021918008458235032,-0.00991126444878479,0.0016541621558350227,-0.000705776842284251,-0.00935783189679016,-0.002270282715375679
21,5,-0.48166677035795197,-0.190366787443445,0.1370734752302084,-0.2217311984957195,-0.06727760005093006,0.10274334315681773,-0.008990690691560275,0.03978010354050035,0.03866689786142968,0.033805493653583346,0.06603897244734787,0.012771226417059656,0.010152804026030823,0.02622512360263497,-0.018033890647507017
22,5,-0.5204735858284888,-0.19216759050717327,0.11422176581757698,-0.22163137760454807,-0.06536272686873848,0.08799269122871742,-0.01003143982725671,0.046132439103311274,0.03715878751796243,0.021910950112375795,0.0623566646560382,-0.0013924068758698737,0.003496646257863563,0.023363414371049655,-0.040794359934357274
23,5,-0.5090311294866077,-0.19308628580012177,0.10939221973695867,-0.2269782410367661,-0.06429439065028954,0.09018138740013229,-0.010601504689763473,0.040041382855645784,0.032046776838571434,0.019337948166589257,0.04471928993723612,0.024154371642274994,0.007997278056760126,0.023105884177030807,-0.02620501130857939
24,5,0.2643160647034201,-0.1609099449511166,0.14634242805286474,0.08341106001285353,-0.04568108907613589,0.048125811537271725,-0.03950011043674363,-0.004997473616191558,0.026268508303919136,0.007849221008904067,0.020311901834079153,0.0037465636243271742,0.005829998957425141,0.008930739495665644,0.05452485762845798
