f_id,i_id,ic.eps.max,ela_level.qda_mda_10,ela_meta.lin_simple.coef.min,ic.eps.s,ela_meta.quad_w_interact.adj_r2,ela_meta.lin_w_interact.adj_r2,ela_level.lda_mda_50,disp.ratio_mean_25,ela_meta.lin_simple.intercept,ela_meta.quad_simple.adj_r2,disp.diff_mean_05,disp.ratio_mean_02,disp.ratio_median_02,pca.expl_var_PC1.cor_init,disp.ratio_mean_05
11,1,0.08633511144517268,0.11872632385408785,0.20146324949030753,0.23636186980014967,0.061133200073698435,-0.037542010196814975,0.2350062073546528,0.07127442519218062,0.07644541225383428,0.031594597702814,0.02396659980292193,0.04951854861190067,0.01137939547841898,0.06708656576213008,0.013713365027779438
12,1,0.07154574897218302,-0.05972001706488315,0.16800723556943933,0.07491571301837567,-0.01170136500523251,-0.029675742881913977,-0.02017613086562227,-0.08342665065667834,0.005549231631603294,0.02886732379671932,0.0020365743997815895,-0.006412705533623219,0.003401446032609611,0.024651088827827346,0.018767406025433624
13,1,0.02049571168050073,-0.07803115169119144,-0.04291187938808709,0.0017678161512156827,0.04337362708676071,-0.092332487376819,-0.016804437405049256,-0.004448920222594622,-0.003516289558339628,0.006577960115620741,0.005363988873553797,0.02544850349365017,0.02406975009866543,-0.07235489341036855,0.02440869955762648
14,1,-0.047788572782834944,-0.045455672608785566,-0.05144378042973584,-0.028162627033433793,0.015344981243076372,-0.10786404441778091,-0.018689372265137012,-0.07083890472664105,-0.01894266804199199,0.013445957806035335,-0.05954167548128044,-0.10266395493942085,-0.054341202347683075,-0.05059176366568778,-0.08197994510903661
15,1,0.09273858875382013,-0.027169283192276485,-0.03140893309157274,0.011285767749578011,0.0961837885353063,0.03275720158285897,-0.02245572037379186,0.010700080114928453,0.0035532892759200245,0.02618937419899332,0.03241300654903164,0.04141555752287987,0.032363643721940616,0.007375933168435662,0.057208498997290226
16,1,-0.025152665009470106,0.011129975458273576,-0.038275043695028384,1.8473805464501202e-05,0.013331066416087459,0.026993908236826306,0.015272069660252534,0.03302721352312271,-0.010616846007707553,0.027638881111900878,0.0250963764583611,0.011360911054927276,0.0020616175660322722,0.032290477705245305,0.012250809873901914
17,1,-0.09654113632741948,-0.05728541320799156,-0.041759247057761455,-0.019896584756961207,0.03474386923898728,0.006653949412651836,-0.020429306125751664,-0.07922148017035492,-0.012652479852356539,0.010897453828470365,-0.0663089001099915,-0.1093604082140143,-0.07398778208947111,-0.016990390122950273,-0.08635220156937672
18,1,0.08832138218784957,-0.03691844580081224,-0.03818626310563981,-0.009299854925087708,0.04231167952417982,0.01591271116096555,-0.021331974138318097,-0.07449278022193388,0.0206650801225499,0.017645360261610357,-0.057039076985643075,-0.10748422882338271,-0.0734630153118449,0.0010989711561797553,-0.08459583734257024
19,1,-0.13659453858558882,-0.0010379089900085228,-0.035512897368490615,-0.03700054698924822,0.013759133444744918,0.010176843912445641,-0.025598810630182,-0.005338747627944295,-0.014785565536540276,0.02610285804127851,0.027136081476398486,0.025943622567553875,0.026171152140134237,0.02197109290741502,0.035312763063092376
20,1,0.00034774935892770966,-0.08085047636526663,-0.040529484299352235,-0.020454365563262442,-0.1701926646662588,-0.11721279188389591,-0.015768075919496086,-0.012536863464362644,-0.009364876716524273,-0.0157811187025888,0.005111977168741487,0.006244290290892571,0.011527789750341402,-0.07522128808377468,0.015051005572696311
21,1,-0.13973494125158314,-0.006555008498543923,-0.05267407297295713,-0.08921893706430949,0.003985353394943399,0.0020973045230390326,-0.023174298230458048,0.025400152476793496,-0.01554432543596963,0.0336145523844294,0.017542238397027805,-0.00707656076478163,-0.00890522401253331,0.02183675066109897,0.004729799395318793
22,1,-0.08775061129601182,0.0005196921934073851,-0.0476066633736974,-0.06384799785572091,0.01154017617164496,0.026166493527376666,-0.020088983883367974,-0.040384088235973094,-0.0008151429525418999,0.011710247190346025,-0.015527197731586716,-0.056129184720854465,-0.013450396836511384,0.03613704332043354,-0.045977480411273655
23,1,-0.1413954100425021,-0.0012797802611255842,-0.040670904417602245,-0.08783787843839913,-0.0010255108991959931,0.00774866899048528,-0.0003987523322834758,0.029232815362081537,-0.014228802373043511,0.02756393966168003,0.023051856346691834,-0.00261261398161267,-0.0024149085340348176,0.026414407742859018,0.012856676460481567
24,1,0.15279187404184724,-0.00756647041930177,-0.027196623216121173,0.022377662941254588,0.11504421271866704,0.09843065727881992,0.04322890421876142,0.04307391317517378,0.04792053780717295,0.040128469351737965,0.04733492749111285,0.04446550577444674,0.05732570583738721,0.0694125760847703,0.07284572137151528
