f_id,i_id,ic.eps.ratio,ic.eps.s,ic.eps.max,ela_distr.kurtosis,ela_level.lda_qda_10,ela_meta.quad_simple.cond,pca.expl_var.cor_init,ela_meta.lin_simple.coef.max_by_min,ela_distr.skewness,ela_level.mmce_lda_10,pca.expl_var_PC1.cor_x,ela_distr.number_of_peaks,ela_level.mmce_mda_10,ic.h.max,pca.expl_var.cov_init
11,5,0.5287153564654826,0.4517015716323438,-0.021423570889877563,-0.03047630417681757,-0.03422695043809221,0.05327457689388648,0.10966856070892517,0.034644150511197624,0.0,0.06611282752707093,0.46050737594931146,-0.011304865328750191,0.10982808006921496,0.025675058881214685,0.06215470939236267
12,5,0.35569926207426095,0.44763994602527224,1.2320713398335874,0.8956290287221504,0.044228215874300814,0.07936942227152999,0.029432478517559035,0.020079171725704725,0.45945094416747256,0.0,-0.02522022094852705,0.30591136871659286,-0.062204490206999585,0.08747529163017198,0.037179996125459525
13,5,-0.10803844148218902,-0.11878662898171766,-0.05591664144460047,-0.0275065532244283,0.0,0.043522071587255934,0.21912391301284895,-0.007243564280803971,0.050304376357485386,0.03479989714741957,-0.04215663522253972,-0.005068596585788454,0.03221225125461201,0.11693145080161269,0.11449412085543642
14,5,-0.15900339365954974,-0.11930969950021653,-0.06557361420751406,-0.06066850565993631,0.0,0.027179253687038774,-0.29522850613158,-0.04822711781397604,-0.07391598820722167,-0.09288526113902029,-0.02135411214709404,-0.030018182494232715,-0.1185336167546025,-0.43104754493320485,0.025488877680890587
15,5,-0.18708844338436298,-0.13974254559338659,-0.06755923560498053,-0.08472400980733552,0.12157293896311194,0.03999329633258858,0.20362360792804637,-0.015654093020034676,-0.1235797720592427,0.02110055625666099,-0.029336802843589888,-0.03495834345849011,0.00969859657464621,-0.022875697011199764,0.07419264137231829
16,5,-0.19620938394566284,-0.17858675769506704,-0.04324735905134085,-0.029164155823120222,-0.09546126639354248,0.042560517701480956,0.21385818370467397,0.0,0.024632488848667207,0.024817949894107183,0.024415227109429852,-0.01041537526274415,0.025743200296610744,0.0978003799513155,0.09748668556538044
17,5,-0.27872937730448066,-0.17761662574314624,-0.05660834660635017,-0.0567140735058595,-0.04111077706023031,0.03870652746570216,0.12563420501771222,-0.01699913508165679,-0.19204177462459437,0.005471989609458439,-0.02303525975458548,-0.023675733499700646,0.008417064507557803,-0.009536778384612032,0.05586478977074072
18,5,-0.26490044625181686,-0.1907663685222012,-0.05856365558674337,-0.05701123643846673,-0.1158951651478406,0.04537544328403359,0.12256738119900046,-0.008551076945150782,-0.28904399194217567,0.009541374888744847,0.04447146249607303,-0.030147241267868885,-0.0038743337348200457,-0.03699573534820372,0.056843539241430596
19,5,-0.311259597837381,-0.19826509868490094,-0.05036913799520537,-0.049694668449537294,-0.16404435047269367,0.042378059429530934,0.14897721918166074,-0.018677382886736704,-0.07103758604291588,0.007880297460774843,-0.05669709999857764,-0.016287490734169907,0.00774788003343474,-0.015337896658009664,0.0545465817802141
20,5,0.06292719187632229,0.045447406557916736,-0.0573069203517218,-0.03975218080978282,-0.07294124972793203,0.039670814328092,-0.7299276297468718,-0.019443842239345588,-0.020531369424859447,-0.05320239933589649,-0.04638340121528739,-0.044562872065361026,-0.0455298943164093,-0.010150862571624841,0.034370742012867384
21,5,-0.1697243335050228,-0.1542200887086151,-0.0506673073915348,-0.039723855643176376,-0.07112823983594121,0.03288142947250619,0.07703639840645696,-0.008522212169436438,0.12993489347412485,0.012198646525616058,-0.06095978249696221,-0.021234163289654773,0.006279349972107412,0.004264200089602474,-0.5009726629793105
22,5,-0.18765506855738268,-0.16416628663642613,-0.05613582955575347,-0.02967127988224222,0.00472750958466453,0.032351596537619265,0.05016864897388032,-0.017919567954519933,0.1064664226148874,0.014706938066629621,-0.05959154510806436,-0.01146482515275904,0.01385415711179766,-0.13470216340708893,-0.23193296837195654
23,5,-0.1598679242327572,-0.1554523922207573,-0.04315028579771968,-0.045147311974980786,-0.055864120739016976,0.03326343940301618,0.09755036243306986,-0.007019915786307063,0.007852773347115816,0.007221970222439644,-0.007128546649731171,-0.015993987589607794,0.022993386192039333,-0.13633821386651135,-0.5853228992998326
24,5,-0.14723741583339425,-0.14482929284433832,-0.04877312526744486,-0.025732716126631888,0.0397907498326355,0.05536697291091927,0.24958919673001784,0.021599366889488297,0.0859405570917344,0.02124876954427185,-0.012079015493957929,-0.008904777164139066,0.01712184417675,0.20990122599735817,0.10232806365142377
