f_id,i_id,ic.eps.ratio,ic.eps.s,ic.eps.max,ela_meta.quad_simple.cond,ela_distr.kurtosis,pca.expl_var.cor_init,ela_meta.lin_simple.coef.max_by_min,ela_distr.number_of_peaks,ela_level.lda_qda_10,ela_meta.lin_simple.intercept,ic.h.max,ela_distr.skewness,pca.expl_var_PC1.cor_x,ela_meta.lin_simple.coef.max,ela_level.mmce_lda_10
13,3,-0.04944637084860207,-0.0595441138376224,-0.022926797892414086,-0.035890820862349404,-0.01264000457473019,0.18960978515508298,-0.017090687208625943,0.01031286247096913,0.17508437697927706,-0.0396537655990892,0.16273948531661897,0.05763976516439995,0.14755076419054386,-0.044994266174308795,-0.021477888350613483
14,3,-0.20478881004774524,-0.11594737661904184,-0.019768205841882658,-0.037541055884731334,-0.016780103867778617,0.09905841859281758,-0.021395519488992598,-0.0011286223290823405,0.19457410649871476,-0.0475054310613624,-0.16718151874342008,-0.03355126898948757,-0.04749187008000094,-0.04337659782422368,0.01440989288175365
15,3,-0.056736325378184405,-0.017849813847499146,-0.03041095988983289,-0.03475379545489324,-0.051010536346433835,0.17030131342513438,-0.03583562149782593,0.009751769487447215,0.13943535205718588,-0.05080119799707339,-0.023897830774333162,-0.21154919448786302,0.02311173998054729,-0.05801171589783842,-0.07066953560319589
16,3,-0.216114858929071,-0.1633028148132064,-0.02146012651658491,-0.04133390259577541,-0.01597686323525649,0.16727204399384038,-0.030181191578994016,-0.006985877843795341,-0.39940649451686516,-0.044337740486196764,-0.12936605950121116,-0.009149211435116156,-0.03756715622582285,-0.04737910778087512,-0.035814686075996915
17,3,-0.3244338229283418,-0.22001483251696485,-0.02603896241826087,-0.02845549593790575,-0.022073210571531998,-0.21547629030043908,-0.05426751359046622,-0.025645701302445367,-0.05794642378919679,-0.043602680113101644,-0.07137438538075225,-0.028383916745050697,-0.043705580465552285,-0.046284482445238195,-0.022608159517114812
18,3,-0.1685307281925955,-0.13961790312744093,-0.02333332277274336,-0.02893003055942056,-0.02433011028849119,-0.34769159304494135,-0.046587733862960445,-0.04429066412295324,-0.06488858181941137,-0.04083959386650693,-0.04802676308122478,-0.021251825520408052,-0.18685987699101836,-0.0500968964046411,-0.03119585504102229
19,3,-0.24775396567809854,-0.20425055693225086,-0.019864749022943884,-0.03131988724988144,-0.019238753810414955,0.18171861439124132,-0.04060640052286191,-0.012481027726083671,-0.2540425783249556,-0.041113049797395496,-0.03388971170438104,-0.07645548567372251,-0.04950667581101986,-0.04724459388182267,-0.035399825968760124
20,3,0.0495813551959039,0.03127612728650503,-0.02898090587139157,-0.04321556823846184,-0.023164576160157213,-0.5723629761292055,-0.0534130393885518,-0.01644663072578756,0.03149213538624701,-0.044008805543580776,-0.013204824215815258,-0.012862427336722493,0.016530032111591375,-0.04525414808634959,-0.3742799990681944
21,3,-0.27122771202940965,-0.20354622876977613,-0.026817022988542605,-0.030949354262389928,-0.021056641061513393,0.24364371870567786,-0.027789023550163994,0.0,-0.2514513481926741,-0.042279982709789776,0.10108589449358679,0.012634511483419097,-0.05449408594647842,-0.04661479097612464,-0.02627477956429547
22,3,-0.23679112125595395,-0.18074279719572753,-0.025353613064395653,-0.02980144951113639,-0.02284627699883024,0.0653909542695929,-0.04985752671605387,0.011430202461821137,-0.06670168006085525,-0.040663733849185035,-0.013483841101978644,0.03757914036387805,0.05051531698046696,-0.05108076517048843,0.004475277292382618
23,3,-0.22704610238600298,-0.18383012903386287,-0.025331452190940573,-0.034046742455822454,-0.013547549644074064,0.16383568686646482,-0.040082333559122496,-0.009272245427232373,-0.3958748890793567,-0.04527889112196537,-0.16238493344100446,0.01817394594840005,-0.04206961488284222,-0.049888186588893935,-0.03756800581599595
24,3,-0.09786249601349847,-0.10672879796512874,-0.023139839243119964,-0.030921176077598436,-0.011925167741243872,0.348134604991185,-0.0019467176447302004,0.00793393108750276,-0.05360206061426845,-0.04009360264828618,0.2356734412918463,0.05815441946599764,0.014343173881382454,-0.052663696713278585,-0.01789299495441299
