f_id,i_id,ic.eps.ratio,ic.eps.s,nbc.nb_fitness.cor,ela_level.lda_mda_10,pca.expl_var.cor_init,ic.eps.max,ela_level.mmce_lda_50,ela_level.mmce_mda_10,ela_meta.lin_w_interact.adj_r2,ela_level.mmce_lda_10,ela_meta.lin_simple.coef.max_by_min,ela_level.mmce_lda_25,ela_level.mmce_mda_50,ela_level.lda_qda_10,ela_level.lda_mda_25
11,1,0.4006840117580578,0.3197938857352697,-0.18667987457586466,0.029936229381355595,0.030324985481188366,-0.023405762181371526,-0.08568701878099233,0.06228041289506042,0.07408324209529854,0.04037944921403952,-0.014269903730573297,0.10376873217211774,-0.09229778087130186,-0.1785868059050704,0.025803564897779463
12,1,0.5911689143753849,0.6509452298927263,0.2659123643907231,0.10484753366202781,0.14349487528972782,0.9978398073971171,0.08949449557830169,0.06466896904769204,0.15015437846811586,0.059803759722471206,0.03545002518404328,0.018536898933072976,0.07225349714048312,0.04357243122183174,0.03918812352876344
13,1,-0.047205116166477934,-0.08286866662407882,-0.08656659640708159,0.11901897093523672,-0.13111800619341585,-0.05630260892491212,0.11377564666514295,-0.012868292661049274,-0.08000532520683754,-0.003945648481363362,-0.03254725344982101,-0.13657475374299477,-0.03989140566433794,-0.06441711913758874,-0.005371352809530383
14,1,-0.20413282353100504,-0.16815691669104366,-0.2897912301603115,0.1922991643627982,-0.12701328770606846,-0.059557628100346705,0.08981132068331288,-0.012510905707006525,-0.1140857724457397,-0.004571434950686126,-0.035017050642169756,-0.1222620640426112,-0.05572431251975468,-0.0931408397157808,-0.011661524156151737
15,1,-0.06019879459924901,-0.049499515739347175,-0.30330452357599597,0.010327094117041274,0.11552980135110101,-0.058399355018958515,0.05210576035635907,0.044571199586945574,0.08222412316165972,0.03902600957320125,-0.022171187542809334,-0.014979047361909567,0.016999649179151838,0.013239195405668036,-0.0015097188213210877
16,1,-0.17082100908350406,-0.14682426061038079,0.24345195444113632,-0.17338118902700916,-0.026966726348392922,-0.031619323735066374,-0.30039713448132377,-0.02550985702706432,-0.1641665304186375,-0.007537843201098626,-0.018405098585142166,0.0,-0.10061720134558605,-0.1263209983145075,-0.03845236896728732
17,1,-0.19091848489899155,-0.1335990250277419,-0.26871008339521496,0.04924213997681781,0.11855486034344329,-0.06330847024509945,0.06791648029578157,-0.01171994825672007,-0.005748714684011835,-0.04944535122601379,-0.03440420081017814,-0.07681359702994606,-0.042621520412500113,-0.0216830054986768,-0.008323747646113544
18,1,-0.0698731924027238,-0.03413441916934212,-0.2586701599143968,0.022521097046740185,0.10568008404165022,-0.06792256538653271,0.07547954500538015,-0.019645895575346517,-0.0016142856960318919,-0.0579069003098206,-0.028701473537707523,-0.08603270363921867,-0.036987137033862805,-0.011584205277987925,-0.0038779368100042566
19,1,-0.2648729319219547,-0.1998270685785003,-0.007817854314555839,-0.17608910008630763,-0.030948839655731586,-0.040400644953886455,-0.1720681553084712,-0.02571660761574235,-0.02276215531504594,0.0,-0.03352249738628421,0.0635124492020247,0.03352860668725921,-0.06575201054789503,-0.0272579019671485
20,1,0.12211119661881764,0.038278376171819506,-0.1596544548635106,-0.11307817147848309,-0.2830407358262572,-0.06234257128606874,-0.009041936176286458,-0.1424222422346738,-0.012804398611601542,-0.20291632706374008,-0.04576369124937574,-0.0516585542424407,-0.036295154909243954,-0.14023087709615367,-0.006787555741075035
21,1,-0.3292985356287448,-0.2280998121211909,0.4708180626117671,-0.17378371512011337,-0.019565556835897835,-0.023179715656369115,-0.19378774328831838,-0.021296374685939923,-0.12813232188474022,0.015056890057010497,-0.016236889385804254,0.02812933533635248,-0.02981178024352371,-0.11641729089377506,-0.021660892384175345
22,1,-0.44237547687052203,-0.2729059642519784,0.43241126741773495,-0.17282248367094522,-0.002118419840433039,-0.03451697577601753,-0.08925483046772942,0.0,-0.04812161170542256,0.006334339877817119,-0.009980943275386234,0.05684449892457377,0.03341109267152631,-0.09677106240297723,-0.021462201816860427
23,1,-0.2517846325521703,-0.1967709295293345,0.2646389654404361,-0.17235296787023002,-0.03306142866772588,-0.03665643960206483,-0.27861046432706305,-0.022014971644117365,-0.1625895559129124,-0.002518686852723384,-0.035664403446721504,0.01414879717006945,-0.09125592107295999,-0.12258870219872486,-0.03041762063124054
24,1,-0.15690061190142102,-0.14410869777208538,0.3670261992018908,-0.14836186259432535,0.04118259131803828,-0.03504944092234784,-0.04067438643869203,0.013710635410034252,0.00731312190749752,0.03496867675569123,-0.012290791474790213,0.07823603917697274,0.0738687142989067,-0.03883271195636007,-0.015226949401960115
