f_id,i_id,ic.eps.max,ic.eps.ratio,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.max,ela_meta.quad_w_interact.adj_r2,ela_distr.skewness,ela_level.mmce_lda_10,ic.eps.s,nbc.nn_nb.sd_ratio,ela_level.mmce_mda_10,nbc.nb_fitness.cor,pca.expl_var_PC1.cov_init,ela_level.qda_mda_10,nbc.nn_nb.cor,ela_level.lda_mda_25
11,1,0.07673472705792866,0.026641479526231925,0.028620997655124783,0.23659218540228097,0.03607207393502312,-0.03414811723922066,0.02181948567068149,0.047973778152619176,-0.0782439307112085,0.016096123803437466,-0.02055507540325305,0.03875561212629941,-0.02700070866588846,-0.07013784161957912,-0.02724320426273386
12,1,1.5920481912915747,0.4539516240459935,0.6896979475479524,0.6318886965811834,0.11831007331567797,0.09406100761106535,-0.019101419624027057,0.08942454869085213,0.06456366759748441,-0.007702994758625197,-0.011695044247291338,0.02324491631646424,0.011984718381899333,0.07689544928959952,0.03638736374367589
13,1,0.14662894728723347,0.0395262620940582,-0.048397702865480265,-0.08497982558706837,0.04094425388590033,0.05058420386956556,0.05324488830348092,0.02895894676711284,-0.026707710831443868,0.03984962481547485,0.0009508765005628377,0.03699117278208414,-0.07131781757812122,0.07342774110754453,0.005322999940248498
14,1,-0.5259971988510762,-0.026246702194976605,-0.14371862311079917,-0.1218372567188099,-0.003518816484320664,-0.06365291085517687,0.006886242781522711,-0.086358891394012,-0.008081302449300535,0.007912431973916249,-0.024953916883334034,-0.011346839819122479,0.002829037986186917,-0.010107862991055398,-0.02677774407119401
15,1,0.09193807643709104,0.03628679614695492,-0.04774069890678619,-0.09352697776960607,0.011522221607284253,-0.0349816303102313,0.02468266726414775,0.029784804553246114,-0.008434595594900644,0.021989669558986326,-0.03661439668763637,0.041697259839323396,0.019389559535410807,0.03138612516100977,0.006202441273647693
16,1,-0.49188963439749633,-0.1871426167901315,-0.13321472609521223,-0.103786916342873,0.01833616628876325,-0.04924639289898912,0.005136755866047552,-0.08593466358767377,-0.02695609131967436,0.0033673112298692577,0.004494000227566009,-0.05380509252497535,0.007053027537072229,-0.02743401567432083,0.006860755686284652
17,1,-0.4622202984410227,-0.14778232299336047,-0.14383973937038885,-0.11722989176984666,0.015828909154524323,-0.045800960878390126,0.010924995658948902,-0.053554530189033514,-0.009938267578699894,0.00822138889437637,0.0010971528372689628,0.007353574674285779,0.009683660868634984,-0.014240455102850883,-0.015891828548749123
18,1,0.09396769758974097,0.01865692312060807,-0.07733550975212637,-0.09002959097204696,0.02360704245423401,-0.031391781393368776,0.045636331604992524,0.03906212350388766,-0.02249377954141854,0.027335419487525957,-0.031545674840392106,0.03427553688867749,0.026085833655385453,-0.03271703925685558,-0.0038554021822022515
19,1,-0.5162104923284019,-0.20012734787981776,-0.15209542553979039,-0.11814010221854793,0.023048173117530373,-0.05354099174941944,0.006513385767793656,-0.09014762748209057,0.016163384898893938,0.004058345042411246,0.007392322223560214,-0.05157103575168022,0.005260248178260955,0.022859072083763993,0.008324136545134822
20,1,-0.03935320232136563,-0.02570464334297726,-0.09647826156129381,-0.1141970406191355,-0.19787083772703237,-0.038130638313592674,-0.24089865581225028,-0.007954125760108325,0.002483730206293333,-0.2842546118292504,-0.017493287950330273,0.019631656452381865,-0.08916614590380165,0.034749780397780455,-0.035616518284303046
21,1,-0.4478126270601026,-0.13771368222758607,-0.11602811330123791,-0.09788536587111511,0.017230072846996965,0.12209622496497402,0.006023603433221474,-0.05299436536158984,-0.02192520860080851,0.004480363018164898,0.007698918832722708,-0.0215060392822077,-0.0067435121096568835,-0.01837855678588321,0.007381788041329432
22,1,-0.4354748604639953,-0.1296054138430768,-0.14736656688185754,-0.10151136387837831,0.023153052594876877,0.1292339450254639,0.006104736475788397,-0.05316935297443296,-0.010075708779766402,0.004908183233126544,0.006247715473649959,-0.007578564259528776,0.008946477881885552,-0.017376592744415602,0.008047449161785276
23,1,-0.49590346007792685,-0.18915138079411836,-0.13758419365077565,-0.10419196365661865,0.009825863788868546,-0.050638111161238814,0.004966737866821375,-0.10957689552085663,-0.030769249736580025,0.003579920306623758,0.005032615241023558,-0.054184387720951875,0.007111198923890836,-0.026676097370465928,0.006442315174094713
24,1,0.16076375736272897,0.046009620993510074,-0.0751994625430022,-0.0919489873749914,0.011409767336354616,-0.0161424478930973,0.021942847745492912,-0.05994493963223996,-0.019433655511003376,0.02178021565929213,0.023112930057090253,-0.01653216222946329,0.02099216750404113,-0.0138540114724658,0.016638821176658138
