f_id,i_id,ic.eps.s,ela_level.mmce_lda_50,ic.eps.ratio,ela_level.lda_mda_10,ela_level.qda_mda_50,ela_level.lda_qda_10,ela_level.qda_mda_25,ela_meta.quad_simple.adj_r2,ela_meta.lin_simple.adj_r2,ela_meta.lin_w_interact.adj_r2,nbc.nn_nb.cor,ela_meta.quad_w_interact.adj_r2,pca.expl_var.cor_init,ela_distr.number_of_peaks,ela_meta.quad_simple.cond
11,2,0.269989981596616,0.0384177320380491,0.2888994264614677,0.1673446962642805,-0.23850932400986058,0.13134661735991604,0.05416133378279908,0.13452356230736429,0.10623125733386796,0.060552335340987584,0.03975425720488368,0.009597027854233775,0.07481776117563466,-0.04713324405341918,0.013407994162369263
12,2,0.09989917899769879,0.012942986248398552,0.08254250174947392,-0.2060060329676772,-0.06491754215917006,-0.08865773875398703,0.020509628433516766,0.14641475854320535,0.01792207950906588,0.020833190477333695,0.029245121866502695,0.02810682251735866,0.010248469509824831,-0.0735338356785362,0.007012099210781095
13,2,-0.024140498624429345,0.15367421903160966,0.018990099199625535,0.13452665116575552,0.06554794852685113,-0.08949014934687557,-0.015087469568673989,-0.030665819837138952,0.06288820918062253,-0.1284354132375246,0.08371266242906657,-0.11043833284088819,-0.1455521947883484,0.14632382406037334,0.005949128895343325
14,2,-0.0974150545846253,0.04403308229384395,-0.10351738717337677,-0.07065258963211457,-0.20782699945419136,-0.1460771437546588,-0.014997495237203284,0.018904395788251538,-0.009151217141914914,-0.20486290235360005,0.023251778922906308,-0.0768667508415467,-0.029477730869109542,-0.08257401055611097,-0.0013981880625331122
15,2,0.04838323604895284,0.13878043286907008,0.03003954160781025,-0.14991826697771002,0.03269462378710078,-0.10156128278706637,-0.07768683214123415,0.07358112139683914,-0.010639459184722519,-0.013745237172309133,0.12694761995180603,-0.008508780144143968,0.18111873986362773,0.04945762812033207,0.004417277785457252
16,2,-0.10075113540119482,-0.03149102311322051,-0.0772661817391195,0.050729797524536296,-0.042069648889043756,0.009010325228341776,0.07600457394910781,0.02436207362340803,0.0399389599202257,0.15525039462700757,-0.12023965012815464,0.24570670980100984,0.015913477592566866,0.0017373863031096004,0.011548788905081236
17,2,-0.18220172847428656,-0.01153080759062624,-0.2391346256719563,0.06996492249728352,-0.03303906310193643,0.03349963660529186,0.0864937242637934,0.0,-0.024347789787302745,0.05897255632980778,-0.07324604638101975,0.04712553534870419,0.07550878477975707,0.0697009727066811,0.0017197734843203138
18,2,-0.10079606931099931,-0.030468149128614883,-0.1452744353302879,0.08942156849592106,-0.007442785542068564,0.011349920239948533,0.062235434899383726,0.0067638249477272455,-0.02004010200414711,0.05218006194077691,-0.18596056473304878,0.04264097622535369,0.06370423690247222,0.0699327640145373,0.004329973218098082
19,2,-0.07254561996289949,-0.36895541766600776,-0.07369746824343436,0.04133933371212992,0.2596777081598644,0.05773032585592071,-0.057794289492206,0.05294778939137067,-0.04595727088706908,0.02479778467198622,0.09630320146773191,0.03798723503358517,0.023975697701401413,0.037340693045818864,0.006546465265082603
20,2,0.12866249727969176,0.05207089925911959,0.1300524424035805,-0.11930593823890451,-0.008064430732831473,-0.14915127961804364,-0.06614388443886177,-0.15841713798478324,-0.04909363260094707,-0.0396828090664163,0.04509619163678469,-0.12434779194204379,-0.13225927867272716,0.026194097286175,0.0029412894691557834
21,2,-0.2094537905123317,-0.09585046814837751,-0.23313467204427382,0.05440208850723408,0.034450064160826716,0.001694756641886952,0.10464598407733425,-0.03562276415680095,0.013028846020263787,0.1498215820177538,-0.18533159149063816,0.18949460729301515,0.0,0.004456948572028385,0.0
22,2,-0.22607721727248448,-0.05604270237075992,-0.2870460419920343,0.09561458798224462,0.03685418828983886,0.03853675145938594,0.060980888009470394,-0.06330225249708885,-0.005719003513952797,0.1832911005879116,-0.23931905200779985,0.2031181169394418,-0.028364409428475346,0.005230512874658089,0.0
23,2,-0.2028054213837117,-0.06553325555465503,-0.18356216876631315,0.043113952862506105,-0.06726862166117334,0.0064833992536427534,0.05822058453181237,-0.003026858007367156,0.02874332075547656,0.14807612288275485,-0.1264481065911473,0.22293984085033394,0.0,0.0,-0.00456447122434786
24,2,-0.041769804112078646,-0.14916635343880713,-0.011036738219473596,0.06613869782097814,0.46308578010781654,0.07700591178092914,0.09192324094031812,0.0674093202562589,0.024382393840140293,0.06946664050523804,0.12129565631151762,-0.004876282858581771,0.07664494296782348,0.0826677803334182,0.004917302962637038
